TransactionID,AccountID,TransactionType,Amount,TransactionDate
165452,378,Debit,632918.31,2019-08-23
141966,1201,Credit,135511.68,2022-09-06
137401,806,Credit,140322.16,2021-12-15
189307,1128,Debit,624873.75,2020-10-26
144467,1370,Debit,339838.08,2019-09-24
129528,470,Credit,85061.01,2023-02-11
191372,410,Debit,432316.65,2022-04-18
177411,1427,Debit,533839.37,2021-06-18
112922,1021,Debit,729936.05,2022-10-28
120242,1485,Credit,179125.65,2021-09-02
130560,510,Debit,670189.8,2023-12-30
121416,1374,Debit,547715.29,2020-01-18
198289,1033,Credit,915650.37,2021-03-24
169217,235,Debit,462892.59,2022-07-11
127721,1118,Credit,772162.93,2022-05-25
193710,1063,Debit,113038.83,2024-02-27
181178,1319,Credit,372280.56,2019-08-06
106607,1212,Credit,366415.36,2023-11-30
106794,577,Credit,114349.34,2020-06-06
131798,447,Debit,28144.03,2020-11-26
121945,465,Debit,525081.32,2021-06-02
119059,857,Credit,898526.62,2023-04-16
149536,1065,Credit,487873.79,2022-03-10
106805,1255,Credit,560684.18,2019-09-17
198209,1153,Debit,772414.27,2022-09-11
149431,1093,Debit,334076.41,2021-04-29
130037,425,Debit,287606.41,2023-08-15
153218,1031,Debit,941532.47,2023-10-15
138274,791,Credit,595958.74,2022-06-08
187216,937,Debit,697978.52,2021-12-12
142171,354,Debit,95929.29,2021-01-14
123321,1264,Debit,647936.68,2019-11-13
126588,660,Debit,792858.48,2023-11-27
164313,960,Debit,696265.86,2021-12-27
134750,705,Debit,381866.18,2024-01-28
103724,1167,Credit,666764.16,2021-05-04
127048,1350,Credit,560884.55,2020-10-27
109284,1241,Debit,452321.02,2023-02-27
101999,986,Debit,395570.31,2021-11-30
125108,464,Credit,434110.58,2020-11-16
170499,1081,Debit,617795.35,2023-11-24
151180,908,Debit,870947.5,2020-04-18
113859,1373,Debit,985867.74,2022-07-21
118391,1096,Credit,932590.94,2020-10-24
190157,8,Debit,549081.68,2023-02-13
157853,326,Credit,258685.41,2020-01-01
198895,1106,Debit,606739.73,2020-08-14
158057,662,Debit,43944.84,2023-05-24
132965,77,Debit,156584.81,2022-08-02
108303,1143,Credit,839595.05,2019-09-15
184363,1202,Debit,484450.27,2021-10-31
142779,121,Debit,57136.28,2023-08-11
162936,780,Debit,575298.02,2023-09-05
139731,750,Credit,472500.16,2022-12-17
138394,1278,Debit,372894.06,2022-09-03
145986,968,Debit,868732.96,2021-03-24
108638,630,Debit,234322.98,2020-12-13
184693,477,Debit,999137.12,2021-07-05
190673,177,Debit,806475.59,2020-05-09
179311,1344,Debit,47921.43,2023-02-25
114571,661,Debit,318620.01,2023-01-09
131539,1134,Debit,567780.65,2021-07-29
168124,754,Debit,444651.36,2021-06-08
136848,1338,Debit,307747.58,2022-11-19
129569,467,Credit,495959.63,2022-06-29
187731,1310,Credit,526264.63,2023-08-18
104677,1404,Debit,793639.4,2020-12-10
177224,305,Credit,168614.62,2019-10-14
173425,704,Debit,943383.27,2023-03-11
187506,366,Debit,977231.68,2024-01-05
165721,1363,Credit,76454.5,2021-07-03
122553,877,Credit,825026.09,2023-04-19
138132,1124,Credit,237094.88,2020-02-28
148306,1120,Credit,715046.79,2023-05-31
155025,530,Debit,256242.59,2024-02-13
175143,119,Debit,814655.45,2023-01-22
109367,1366,Debit,761366.96,2021-01-14
111975,578,Credit,909415.4,2019-04-21
152561,1180,Debit,116245.2,2020-10-22
110796,893,Debit,518581.11,2019-04-09
121038,197,Debit,163637.09,2023-05-14
138556,761,Debit,929919.14,2020-04-12
178544,521,Debit,814884.93,2019-11-23
162814,580,Debit,935651.77,2019-10-05
180983,904,Credit,670607.53,2023-02-08
129453,889,Debit,641865.49,2021-09-17
157120,332,Credit,820243.55,2022-02-08
161279,25,Credit,618708.67,2019-07-13
140443,1288,Credit,235454.16,2020-07-26
125483,1357,Credit,892770.13,2023-11-18
188365,514,Debit,211518.3,2023-04-11
112471,1204,Credit,427260.14,2020-02-19
160053,1108,Debit,896645.53,2019-06-22
135900,1112,Credit,556880.07,2022-10-04
122814,616,Credit,227184.79,2020-10-11
110783,102,Debit,994802.99,2020-08-21
142268,557,Credit,819119.97,2020-08-11
131569,935,Debit,689397.72,2022-01-13
157984,569,Credit,799814.19,2022-10-02
120963,851,Credit,575112.31,2022-08-10
198476,393,Credit,518625.43,2021-11-05
106281,1192,Debit,899093.85,2023-08-18
137899,913,Debit,362894.55,2023-06-12
166396,512,Credit,405467.36,2023-03-04
139461,1384,Debit,749507.69,2021-05-13
180116,164,Debit,978357.06,2021-10-19
158417,407,Debit,3041.92,2021-08-22
136685,1299,Debit,131594.35,2021-06-29
108191,1217,Credit,208352.46,2022-04-20
186312,124,Credit,803461.33,2021-07-24
125727,109,Credit,651284.86,2022-12-01
104183,458,Credit,108332.72,2022-09-10
121517,1458,Credit,641386.02,2019-05-12
151207,302,Credit,292231.69,2022-03-06
199131,1388,Credit,100240.88,2023-05-04
111222,284,Debit,27134.13,2024-02-05
171011,876,Debit,896273.18,2024-02-26
104538,851,Credit,612188.16,2019-12-31
145485,968,Debit,708867.39,2023-03-10
188380,1213,Credit,907625.72,2022-11-25
140085,395,Debit,933014.34,2023-06-23
195560,835,Credit,626948.82,2019-06-21
137506,421,Credit,927544.99,2022-09-15
173056,163,Credit,179564.85,2021-12-16
108579,673,Debit,140989.75,2020-12-03
167931,1368,Debit,360186.77,2019-04-11
157180,125,Credit,867085.68,2021-04-22
162602,896,Credit,175912.98,2023-05-17
144954,723,Credit,415352.84,2024-03-26
147549,1147,Credit,524250.38,2024-01-22
105372,5,Debit,991615.0,2023-02-24
119712,426,Credit,182869.95,2021-10-09
111283,664,Debit,638043.85,2023-07-13
121465,1387,Credit,379886.55,2021-05-03
143852,308,Credit,158734.18,2020-08-26
190376,55,Credit,756193.47,2020-10-23
102755,900,Debit,673207.42,2019-12-02
137479,430,Credit,219603.33,2022-09-20
130428,517,Debit,916033.11,2024-01-29
165572,1206,Credit,69150.5,2020-01-04
153551,129,Debit,991178.33,2021-07-30
156207,926,Credit,220754.44,2022-02-19
193983,580,Credit,956550.05,2022-04-12
179938,1437,Credit,218740.57,2019-05-04
173750,597,Debit,231682.44,2022-06-18
159039,98,Debit,301001.42,2019-07-26
166314,1210,Debit,961972.07,2021-05-14
130698,1265,Debit,249057.32,2020-11-18
117177,349,Credit,189812.85,2020-11-11
150158,183,Credit,610406.26,2020-03-17
155811,839,Credit,541473.1,2023-09-06
108382,156,Credit,394919.51,2022-11-25
146820,369,Debit,475367.19,2023-09-03
193087,660,Credit,965874.67,2023-02-16
108174,710,Debit,998882.37,2022-09-25
136044,1211,Credit,726255.11,2020-10-23
129499,1006,Debit,974022.93,2020-04-29
174398,1036,Credit,215152.74,2023-02-01
182226,462,Debit,237853.28,2023-06-06
110444,935,Debit,116395.88,2021-11-28
195604,1401,Credit,335637.41,2023-02-17
187854,308,Debit,697381.29,2020-03-03
152904,1432,Debit,110617.81,2023-02-25
130282,1008,Credit,204053.77,2021-04-25
174835,740,Debit,58370.44,2023-06-15
121669,1258,Credit,659474.96,2020-07-05
123571,916,Credit,123920.87,2020-04-10
128263,960,Debit,265846.35,2023-02-20
113426,764,Credit,282456.86,2020-03-19
187297,680,Debit,773031.84,2019-05-23
156140,1193,Credit,174794.78,2020-01-25
100166,695,Debit,11676.68,2023-12-23
132234,1435,Debit,38740.02,2022-01-28
139016,1327,Debit,691854.69,2021-06-18
128513,1467,Credit,295767.71,2021-12-02
138429,424,Debit,332333.21,2024-01-20
112289,289,Credit,389043.91,2023-02-05
129300,269,Debit,600912.4,2020-04-02
110404,308,Debit,957141.63,2021-11-15
145876,1354,Credit,497200.24,2021-05-19
117590,985,Credit,590037.35,2019-11-22
105131,254,Credit,970636.31,2022-04-19
177328,1129,Credit,349244.44,2022-11-30
160749,425,Debit,74790.23,2021-06-07
142386,489,Debit,383462.18,2021-04-17
185057,863,Credit,821311.44,2023-03-10
168733,250,Credit,192594.03,2021-04-17
130049,1412,Credit,603154.37,2022-01-29
183724,845,Debit,89642.79,2021-03-29
195071,186,Debit,322039.09,2020-09-16
109854,70,Debit,570581.52,2020-03-11
119241,995,Credit,323451.94,2023-10-08
111583,245,Debit,339382.28,2022-08-21
141471,920,Credit,194999.36,2023-08-28
129519,979,Debit,311525.04,2019-10-08
114872,205,Credit,403542.14,2021-12-24
122104,331,Debit,387842.14,2020-02-25
138965,889,Debit,518303.67,2020-06-17
152861,181,Credit,744175.82,2021-07-09
127410,1213,Debit,577273.16,2022-11-17
140168,1042,Credit,430962.73,2023-04-09
130628,510,Credit,44924.78,2023-01-15
135932,1071,Debit,752695.32,2024-02-08
123933,1109,Debit,63224.27,2019-07-15
121191,1166,Credit,154650.37,2019-10-25
119312,7,Credit,609951.66,2023-10-19
112614,1408,Credit,589590.58,2022-07-26
110008,49,Credit,204729.83,2020-05-15
130481,891,Credit,759785.89,2024-01-17
100413,1065,Debit,355207.01,2020-10-27
150421,216,Credit,435657.61,2023-05-01
111799,537,Credit,281511.32,2021-09-15
180993,1099,Credit,418593.74,2022-01-30
146222,288,Credit,972631.78,2019-07-30
139863,1339,Credit,243007.97,2021-02-19
181251,1352,Credit,156412.54,2023-01-26
121282,1317,Debit,28097.18,2023-10-01
123775,1014,Debit,399222.15,2019-06-14
186584,222,Debit,301793.97,2020-07-19
147018,680,Credit,678668.69,2021-12-27
113754,262,Credit,65141.84,2022-12-13
110703,1319,Debit,872847.33,2019-05-03
153225,1103,Debit,412582.97,2023-10-02
124857,1152,Debit,296521.56,2022-07-20
152002,185,Credit,23422.79,2023-05-05
113907,242,Credit,129589.54,2021-07-25
127086,394,Credit,482976.89,2024-01-20
165717,1451,Debit,969389.82,2021-01-26
131877,154,Debit,563177.39,2020-02-25
132577,491,Debit,994585.8,2020-02-21
182355,994,Debit,758793.21,2023-08-22
125711,1461,Debit,6078.81,2024-04-01
198231,818,Credit,185613.26,2022-06-08
190263,1138,Credit,598586.87,2021-10-12
114975,1003,Credit,903880.94,2023-06-02
116694,1012,Debit,479045.67,2022-12-28
187788,545,Debit,431290.78,2023-01-05
167052,423,Credit,3787.38,2021-10-18
191234,804,Debit,185229.17,2023-11-22
130998,1419,Credit,392055.34,2020-07-27
166260,736,Credit,262470.48,2022-05-19
111989,351,Credit,376867.23,2019-09-26
146156,468,Credit,48309.77,2023-05-22
123147,312,Debit,317715.69,2019-11-08
165054,1496,Debit,323008.05,2020-03-30
106550,1447,Credit,306519.93,2021-03-05
115772,1180,Credit,191709.27,2021-04-03
155716,1114,Credit,963298.19,2023-09-13
176417,819,Debit,89924.16,2021-06-11
167570,1056,Credit,762300.75,2020-03-10
141066,1185,Debit,289201.46,2021-06-05
130669,928,Credit,871727.1,2022-03-01
153893,1366,Credit,542853.94,2022-03-17
114621,1371,Credit,128523.41,2020-11-17
100547,107,Credit,368115.15,2022-08-23
195153,1082,Credit,764135.65,2019-06-17
187539,184,Debit,46160.26,2023-03-11
194075,271,Debit,471759.1,2019-07-11
164332,1380,Credit,107430.48,2023-08-18
123684,555,Credit,610918.21,2019-04-19
191609,1135,Debit,746612.38,2023-12-05
109443,1028,Debit,948439.18,2020-04-08
143080,347,Debit,535203.94,2020-01-04
197650,1436,Debit,874375.09,2024-03-26
187927,506,Credit,777280.62,2022-11-14
185402,1145,Credit,731580.78,2023-02-12
169135,241,Debit,12343.88,2020-12-13
165719,889,Credit,29353.77,2019-07-15
121763,482,Credit,420514.83,2023-09-20
193050,360,Credit,160617.01,2022-12-04
109510,840,Credit,637746.66,2023-07-15
147224,634,Credit,10068.0,2019-11-17
107861,54,Credit,111154.64,2020-10-25
105412,241,Debit,322406.4,2019-07-03
179616,1458,Credit,225370.19,2020-04-10
185523,1240,Debit,934613.22,2019-05-05
115270,1203,Debit,744732.25,2021-12-28
164499,153,Credit,944348.7,2022-12-02
129093,1246,Debit,404520.86,2023-04-20
183349,1452,Credit,735838.92,2022-06-21
137989,397,Credit,736214.5,2022-03-08
109360,1215,Debit,960407.01,2019-06-20
150862,184,Debit,152661.4,2020-11-05
189272,1486,Credit,67752.4,2019-09-21
147010,1434,Credit,118642.93,2020-08-27
173466,38,Credit,32208.06,2022-10-22
158031,1465,Credit,21697.05,2022-02-13
159415,1034,Debit,830052.14,2021-02-19
150770,666,Debit,327394.58,2022-10-15
152860,914,Credit,749511.24,2020-11-23
153400,1203,Credit,877473.04,2021-10-23
157260,298,Debit,656236.65,2024-03-22
141085,824,Credit,620347.19,2019-11-09
140765,1330,Credit,486250.18,2022-02-02
194133,846,Credit,36438.91,2022-06-07
133252,1344,Credit,287512.1,2022-04-24
164132,1337,Credit,801704.07,2023-01-31
134123,946,Debit,210139.69,2022-11-17
107455,247,Debit,411994.03,2020-08-27
175245,1202,Credit,92394.56,2020-05-02
101746,126,Debit,387824.38,2019-04-03
100324,421,Debit,412047.18,2021-02-25
179329,1325,Credit,238472.16,2022-02-23
152644,411,Debit,389594.62,2020-10-14
150985,980,Credit,569816.19,2021-12-27
176387,843,Credit,955204.0,2021-07-10
126456,1212,Debit,675442.88,2020-12-14
131624,979,Debit,994363.16,2022-03-25
188986,1344,Debit,481031.06,2021-04-01
182897,1281,Debit,863179.96,2021-02-17
130331,380,Credit,527751.73,2020-09-14
148750,1471,Credit,556224.02,2019-08-12
164206,1034,Credit,292054.96,2023-06-30
178931,755,Debit,268600.85,2020-08-15
147830,410,Credit,507735.6,2020-04-08
101074,112,Credit,379376.66,2020-10-19
197134,1489,Debit,205790.16,2021-09-03
159369,1110,Credit,365847.97,2021-02-11
119595,1294,Credit,582591.78,2020-12-20
137952,12,Debit,846658.9,2019-05-27
198385,191,Credit,299506.67,2021-10-01
196954,1,Debit,668331.46,2022-07-02
180212,174,Debit,537282.17,2023-12-17
107005,1106,Debit,230520.58,2023-05-14
118303,824,Credit,407823.96,2019-11-07
141735,980,Credit,980465.43,2023-03-18
168258,890,Debit,762283.64,2023-02-09
179051,213,Credit,367414.35,2024-02-07
137416,295,Debit,942552.88,2021-06-19
160873,689,Credit,218683.73,2023-10-09
137285,335,Debit,685381.64,2024-02-03
195027,876,Debit,337864.02,2023-08-12
120900,480,Debit,446108.21,2022-04-11
191034,72,Credit,720174.59,2021-06-16
135078,682,Credit,705271.86,2022-01-25
149240,1411,Debit,937246.08,2019-06-17
183141,658,Debit,365425.46,2022-04-16
104990,107,Credit,889877.37,2020-03-08
135612,257,Debit,589375.47,2021-01-01
145923,966,Debit,29082.18,2023-04-01
100289,465,Debit,999845.42,2019-04-10
164131,229,Credit,876089.03,2022-04-19
140917,805,Credit,567810.63,2023-02-25
131334,1189,Credit,582037.28,2021-09-21
152896,142,Debit,621315.36,2021-09-09
143782,1226,Credit,983271.33,2020-01-19
174214,523,Credit,319690.28,2019-09-12
126769,461,Debit,473830.7,2023-09-05
156214,361,Credit,354831.88,2023-11-28
192999,1428,Debit,454432.99,2021-12-04
117155,1394,Credit,373983.07,2019-08-06
170896,1254,Debit,649932.25,2022-11-18
191661,6,Debit,187983.86,2020-09-25
153474,692,Credit,983548.79,2023-03-14
141679,737,Debit,526804.15,2019-06-03
129172,676,Debit,783754.74,2020-08-08
196492,1237,Credit,70284.22,2022-03-25
193064,1067,Credit,63589.35,2023-05-12
145878,67,Debit,904834.44,2022-04-28
118845,1010,Credit,56889.2,2020-11-06
112178,992,Debit,298145.91,2023-08-19
108108,922,Credit,722343.96,2020-08-08
122894,791,Debit,40164.99,2023-08-10
132016,290,Debit,15572.55,2022-07-04
195837,1179,Debit,576069.84,2022-07-28
136552,833,Credit,165892.72,2020-04-22
123185,678,Debit,456305.58,2022-11-14
101051,823,Credit,215779.25,2021-08-24
121003,734,Debit,857764.6,2023-08-04
145094,1192,Credit,636405.45,2019-06-08
135652,795,Debit,525167.91,2020-07-28
127550,362,Debit,906238.92,2020-01-12
182502,384,Credit,851731.93,2020-07-17
168607,198,Debit,43744.41,2019-04-20
106279,604,Debit,312587.03,2021-11-09
199446,1319,Debit,969834.4,2024-03-03
121728,1045,Debit,746400.7,2023-01-11
118415,1238,Credit,12937.07,2021-11-26
144388,1351,Credit,147615.94,2021-11-19
155213,1458,Debit,174433.74,2023-04-25
130927,603,Credit,715559.32,2019-08-31
159913,1490,Credit,761849.49,2023-11-24
166673,1151,Debit,684678.98,2022-04-20
183785,313,Credit,994889.92,2023-09-07
198443,524,Debit,177324.06,2022-01-02
108925,278,Debit,456451.98,2024-01-03
111098,1406,Credit,564327.71,2020-04-21
174749,334,Debit,815354.39,2019-09-14
176124,974,Debit,463168.17,2020-01-05
138572,86,Debit,453220.66,2022-12-30
151536,1379,Debit,892969.18,2022-05-25
149186,827,Credit,753511.47,2022-08-03
140584,520,Credit,478744.39,2022-09-21
171515,302,Debit,293610.12,2023-06-16
142812,691,Credit,218870.76,2022-08-15
143136,1386,Credit,363327.24,2021-02-09
195764,335,Credit,944007.39,2023-03-25
130212,1216,Debit,379181.68,2022-09-04
179510,159,Credit,180629.91,2020-10-18
197712,351,Credit,898311.63,2021-05-31
133070,1247,Credit,147958.92,2021-09-28
190641,1299,Debit,763832.6,2022-07-20
174667,856,Debit,727334.47,2022-05-26
168204,1341,Credit,233555.47,2022-12-17
171904,1310,Credit,989852.46,2020-02-13
111196,757,Credit,742381.63,2019-12-22
177480,69,Credit,325492.26,2023-05-29
148569,981,Debit,52647.5,2021-07-22
197814,885,Debit,266755.85,2021-01-03
112434,228,Debit,237917.34,2023-05-29
125567,522,Credit,49591.04,2023-07-05
135600,1317,Credit,894741.65,2020-05-20
163460,1383,Credit,876491.6,2023-10-21
146356,402,Credit,707740.82,2020-05-18
156496,995,Credit,530880.92,2024-03-11
127552,628,Debit,509692.8,2019-04-27
122864,84,Debit,301541.6,2022-11-23
146917,1416,Credit,466038.54,2022-05-30
109932,512,Credit,202344.96,2023-03-06
158205,949,Debit,210848.39,2022-03-01
163688,1049,Credit,676597.93,2020-02-05
107068,523,Debit,573952.55,2019-04-12
150224,1300,Debit,659887.51,2020-10-06
116721,1264,Debit,50893.05,2023-01-14
134970,1089,Debit,532913.81,2022-12-23
102736,845,Debit,971387.12,2023-08-26
140208,389,Debit,50797.69,2023-08-17
149012,1426,Debit,418194.34,2023-09-06
175881,492,Credit,469842.95,2022-05-18
182147,260,Debit,741811.0,2020-03-26
187753,657,Credit,149381.79,2019-12-06
103726,1410,Debit,500038.79,2020-11-04
197938,89,Credit,765530.51,2020-05-19
186111,199,Credit,738526.15,2023-08-18
132640,968,Debit,878112.25,2019-06-06
131681,1432,Debit,959384.76,2019-12-23
145815,590,Credit,964457.33,2022-01-16
152865,1312,Credit,637125.59,2022-12-29
178273,97,Debit,814811.71,2020-06-28
155511,1330,Credit,981616.26,2021-07-25
165372,146,Credit,977044.68,2020-12-15
190544,1344,Debit,403378.35,2019-11-10
144566,670,Credit,397818.29,2021-03-25
128808,258,Credit,895371.95,2021-04-12
132154,709,Credit,178768.66,2023-03-02
113768,878,Credit,993652.85,2020-03-10
118012,77,Debit,284168.44,2021-01-28
198467,1222,Debit,478704.5,2021-01-08
122826,997,Debit,790671.53,2022-08-27
183182,1376,Debit,546559.51,2020-07-25
111430,529,Debit,892311.4,2019-12-21
185827,1167,Credit,812331.04,2021-11-19
161517,1311,Debit,730876.42,2020-12-15
125437,115,Credit,394966.15,2024-02-12
146928,1116,Debit,487872.2,2019-12-01
168538,795,Debit,419454.79,2023-07-21
144114,475,Credit,984560.29,2022-07-02
120228,529,Credit,289727.01,2020-02-29
108537,714,Credit,499621.09,2021-10-23
153642,1027,Debit,360159.6,2021-01-30
138123,1000,Credit,568994.64,2020-10-19
199419,523,Debit,709699.93,2023-06-12
122626,1456,Debit,644591.12,2020-08-02
103934,974,Debit,229400.22,2022-11-17
161764,824,Credit,81176.85,2019-07-08
174840,759,Credit,325731.43,2023-12-17
120396,845,Credit,638029.56,2022-10-23
114380,903,Debit,992817.32,2023-01-10
175582,866,Credit,231058.46,2023-05-28
125807,386,Debit,102063.11,2019-08-07
103540,807,Debit,830922.11,2024-01-16
192859,280,Credit,134238.15,2019-06-08
144308,109,Credit,727094.21,2023-12-31
113858,758,Debit,315635.87,2020-07-13
117719,200,Credit,707417.23,2023-11-12
194746,878,Credit,359476.87,2022-09-11
113281,1399,Credit,30209.36,2019-10-03
115980,903,Credit,163314.36,2023-09-23
153426,1327,Credit,206040.45,2023-03-26
175498,176,Debit,239667.15,2019-12-21
117131,707,Debit,851173.75,2019-10-01
122288,643,Credit,165097.14,2023-04-21
191952,31,Debit,508990.05,2019-07-07
169905,53,Credit,358697.19,2020-12-14
116863,695,Debit,342594.85,2021-06-05
128313,1378,Debit,57748.29,2020-07-06
125418,459,Credit,606019.74,2021-08-20
109201,664,Debit,543519.3,2023-08-05
111616,700,Debit,922485.55,2022-07-03
171877,219,Credit,209605.35,2020-05-14
167565,869,Credit,411513.6,2022-03-20
112619,365,Credit,799256.14,2021-08-22
122053,637,Credit,396077.22,2021-11-10
106533,68,Credit,576654.73,2023-07-20
151396,326,Debit,933848.31,2024-01-05
185537,469,Credit,277674.84,2021-07-02
136713,717,Credit,660192.8,2023-08-19
169818,366,Credit,823505.75,2020-03-20
101293,1003,Debit,876729.86,2023-10-14
145748,253,Credit,954196.84,2022-08-02
179538,109,Credit,308326.2,2021-08-23
108955,1496,Debit,636586.22,2023-06-16
124730,1025,Credit,98721.36,2019-09-24
185939,689,Debit,221745.9,2019-05-14
176289,1363,Debit,462036.61,2020-02-14
107052,376,Debit,310173.44,2022-04-06
119013,1327,Debit,640755.89,2022-04-29
138252,871,Debit,857567.25,2020-06-24
118395,923,Debit,662170.52,2024-01-25
199605,347,Credit,243547.53,2020-12-15
162822,1455,Credit,848777.13,2021-06-12
149457,32,Debit,939131.05,2019-06-14
188381,708,Debit,18310.66,2020-02-21
106098,228,Credit,559665.56,2020-10-11
174908,1292,Credit,454983.51,2019-10-13
134777,1052,Debit,587397.35,2023-02-04
108202,973,Credit,484366.12,2021-05-25
181769,995,Debit,830871.38,2021-04-14
132393,759,Credit,654865.51,2023-06-03
161813,1125,Debit,866367.97,2022-01-18
152244,240,Credit,329059.61,2020-04-19
129358,16,Debit,114419.9,2023-10-04
142963,37,Debit,999378.33,2019-05-01
159960,166,Debit,237991.35,2022-08-29
170003,531,Credit,878112.34,2021-03-04
190824,871,Debit,882173.47,2021-01-31
183629,828,Debit,339570.8,2019-04-16
106082,1191,Credit,716341.77,2021-08-13
109193,494,Credit,871450.85,2023-06-10
146433,567,Credit,304535.79,2023-08-28
149025,777,Debit,985184.78,2024-02-18
133003,1362,Debit,418728.85,2021-02-23
137637,451,Debit,738821.94,2019-11-05
164714,1061,Debit,425188.32,2020-12-26
112068,162,Debit,931831.13,2020-02-01
180357,1196,Debit,617720.55,2023-04-03
100028,304,Debit,77319.38,2020-04-17
115182,280,Credit,75464.39,2023-05-04
195085,861,Credit,996501.05,2022-04-03
171793,670,Debit,91587.79,2023-06-17
135148,513,Credit,200922.85,2023-06-26
170692,1165,Debit,83951.52,2023-05-20
157981,1125,Credit,200119.37,2020-02-27
155002,1340,Debit,700796.28,2022-12-06
131800,1485,Credit,274490.86,2021-10-18
189904,1220,Debit,335318.35,2020-08-20
158017,628,Credit,196622.04,2020-06-01
188525,579,Credit,39210.52,2019-08-18
154065,573,Debit,446821.43,2019-06-13
142961,1283,Credit,812942.61,2022-08-10
102685,894,Credit,569169.74,2024-02-19
161274,465,Debit,590036.37,2023-05-05
142463,1116,Credit,265136.02,2020-08-12
147406,446,Credit,96881.77,2021-09-29
174327,340,Credit,554749.65,2021-11-15
131544,1371,Credit,999390.21,2023-06-10
112346,94,Credit,378708.18,2023-06-20
135808,918,Credit,307652.98,2022-05-15
168219,1067,Credit,309825.43,2020-11-25
189827,665,Debit,393502.38,2019-04-02
104340,54,Debit,50412.82,2020-06-03
199802,961,Credit,997599.81,2021-05-26
142393,964,Debit,315055.53,2024-02-17
153165,1405,Debit,265987.84,2022-11-05
140309,418,Debit,412546.7,2019-12-08
141394,254,Credit,812603.09,2023-07-18
153318,1130,Debit,116708.97,2023-02-12
143898,776,Credit,4863.72,2022-05-06
195250,1126,Debit,78955.2,2021-03-04
170080,1332,Debit,276384.47,2020-02-26
159448,1,Debit,360483.72,2020-03-24
173828,56,Debit,535300.42,2020-12-31
142719,602,Debit,133003.42,2021-08-10
161322,287,Debit,368501.26,2021-12-05
104755,574,Credit,358937.71,2020-03-28
105590,304,Debit,273781.75,2023-04-28
192055,1368,Credit,711225.88,2022-01-09
152532,325,Credit,959837.36,2021-09-23
159845,798,Credit,508619.75,2019-10-20
123443,171,Credit,613893.22,2019-10-21
185079,1338,Debit,408272.43,2021-08-12
173167,143,Debit,779135.07,2022-02-08
159194,1244,Credit,808340.33,2019-07-11
180981,1050,Debit,516645.67,2022-10-31
125149,839,Debit,238220.96,2020-05-27
178570,549,Debit,631525.26,2020-04-02
174721,92,Debit,637674.71,2022-06-09
180951,910,Credit,752963.08,2019-11-18
191547,1165,Debit,947532.74,2019-10-09
140390,559,Credit,734224.0,2021-04-18
148370,1300,Debit,37548.86,2024-02-15
192898,143,Credit,42497.98,2023-05-22
132365,1248,Credit,695737.66,2023-04-11
189336,1445,Credit,87214.09,2019-10-02
146139,553,Debit,481532.48,2023-06-01
150484,1,Credit,953681.29,2021-09-15
174366,742,Debit,740805.91,2023-06-14
118902,651,Debit,956622.45,2022-11-23
102427,447,Debit,943956.3,2024-02-22
121402,1230,Debit,441867.85,2020-02-25
158513,1271,Credit,900422.33,2022-01-28
179405,819,Debit,194785.72,2023-03-02
160923,147,Credit,122794.69,2023-01-25
169131,902,Debit,462157.04,2021-08-11
103242,13,Debit,45665.6,2022-04-06
164599,416,Credit,910215.13,2020-01-03
166109,1241,Debit,590519.06,2022-10-27
151758,1134,Debit,499490.42,2020-02-27
128579,582,Debit,633230.49,2024-02-08
184048,539,Debit,108558.63,2020-09-10
162611,665,Debit,186697.63,2023-06-16
112759,120,Debit,598956.36,2020-01-08
198910,541,Debit,602686.74,2021-02-06
186055,1343,Debit,358172.65,2021-03-08
119115,810,Credit,55575.67,2020-01-12
133335,311,Credit,370301.64,2023-04-05
150071,152,Credit,356304.16,2021-01-27
176722,1164,Credit,210203.38,2021-04-16
166791,394,Debit,138732.73,2023-09-17
198748,810,Credit,361776.66,2024-02-27
112518,827,Credit,634303.24,2021-02-05
169060,1195,Credit,68716.62,2019-12-08
122027,1109,Debit,646387.03,2022-01-04
156425,1144,Credit,817895.47,2022-10-01
148717,167,Debit,865929.01,2022-09-04
183140,190,Debit,7113.4,2020-09-16
123763,672,Debit,844538.6,2023-06-30
185246,1163,Debit,676355.13,2022-08-19
180598,451,Debit,302872.16,2022-07-01
176036,1168,Credit,200638.78,2020-08-21
162382,51,Credit,658724.77,2020-04-30
126154,159,Debit,767705.25,2020-04-02
180442,10,Debit,304037.35,2022-01-15
107183,871,Debit,428383.96,2022-10-10
130912,404,Credit,993865.62,2020-07-30
130349,365,Credit,7230.01,2024-02-28
186029,420,Credit,44059.7,2022-06-23
164043,105,Debit,799840.77,2020-12-08
158518,612,Debit,116876.9,2020-02-01
199186,1002,Debit,371672.56,2019-08-16
104446,249,Debit,928646.51,2019-05-25
144621,28,Credit,358452.53,2021-09-26
126712,1498,Credit,529102.9,2022-12-01
161164,250,Debit,653619.6,2022-09-24
193165,172,Debit,709491.86,2021-06-28
180790,1444,Debit,932419.23,2023-02-01
174617,130,Debit,949523.36,2021-01-09
180967,410,Credit,811402.18,2023-10-11
194601,922,Credit,744405.45,2021-06-13
107219,854,Credit,448807.05,2021-09-11
110310,707,Credit,753792.2,2022-11-20
103271,793,Debit,436816.38,2020-10-18
119714,986,Debit,447771.26,2021-08-04
157415,831,Debit,586412.42,2023-10-10
